id,nom,nom_developpe,guide_eco,guide_innov,eti,secteur_eco,secteur_innov,adr0,adr1,adr2,cp,ville,cedex,pays,tel1,tel2,fax,email,web,siren,siret,naf,sicovam,forme_juridique,autre_forme_juridique,etablissement,type_structure,actionnaire,nationalite,effectif,annee_effectif,ca,annee_ca,groupe,nationalite_groupe,effectif_groupe,annee_effectif_groupe,ca_groupe,annee_ca_groupe,regroupement,contact_maj_civ,contact_maj_nom,contact_maj_prenom,contact_maj_fonction,contact_maj_email,contact_maj_tel,changed,
34928,MONDIAL TISSUS,NULL,1,0,0,Commerce / Négoce,NULL,NULL,840 Route du Mas Rillier,NULL,69140 ,Rillieux-la-Pape,NULL,FR,04 37 85 12 30,08 25 12 20 35,NULL,NULL,www.mondialtissus.fr/,419487939,41948793900904,4751Z,NULL,SA,NULL,Siège,Entreprise,Denis Lévy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,700,2016,94 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1510224362,
34933,ESPI,NULL,1,0,0,Logiciels / Services Numériques,NULL,NULL,43 Rue du Capitaine François Garbit,ZI Les Platières,69440,Soucieu-en-Jarrest,NULL,FR,04 72 31 81 41,NULL,NULL,espi@espi.fr,www.espi.fr,403932247,40393224700014,4669B,NULL,SARL,NULL,Siège,Entreprise,NULL,NULL,15,2017,1,6 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1510232039,
34934,MEUBLES IKEA FRANCE,NULL,1,0,0,Commerce / Négoce,NULL,NULL,ZAC du Champ Pont,NULL,69800,Saint-Priest,NULL,FR,09 69 36 20 06,NULL,NULL,www.ikeafrance.custhelp.com/app/ask_support_client,www.ikea.com,351745724,35174572400036,4759A,NULL,SAS,NULL,Etablissement secondaire,Entreprise,NULL,NULL,9401,2016,2687 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1510233218,
34935,SERMECA,NULL,1,0,0,Mécanique / Métallurgie,NULL,ZA de la Mine,Avenue Maurice Thorez,NULL,42150,La Ricamarie,NULL,FR,04 77 33 00 55,NULL,04 77 41 00 98,infos@sermeca.fr,www.sermeca.fr,338652639,33865263900026,2511Z,NULL,SAS,SASU,Siège,Entreprise,NULL,NULL,48,2017,6,5 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1510234664,
34937,THERANEXUS,NULL,1,0,0,Santé,NULL,NULL,60 Avenue Rockefeller,NULL,69009,Lyon,NULL,FR,NULL,NULL,NULL,www.theranexus.com/fr/contact.html,www.theranexus.com,791889777,79188977700029,7211Z,NULL,SA,NULL,Siège,Entreprise,NULL,NULL,13,2016,0,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1528361442,
34939,CETIH,Compagnie des Equipements Techniques et Industriels pour l’Habitat,1,0,0,Bâtiment / Construction,NULL,NULL,6 Boulevard de Nancy,Zac Arsenal Sud II ,42300,Roanne,NULL,FR,NULL,NULL,NULL,contact@cetih.eu,www.cetih.eu/,311584718,311 584 718 00051,2512Z,NULL,SAS,NULL,Etablissement secondaire,Entreprise,NULL,NULL,134,2017,45,9 M€,2016,NULL,NULL,NULL,NULL,170 M€,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1510238495,
34941,SOCIÉTÉ THERMALE DE DIVONNE-LES-BAINS - VALVITAL,NULL,1,0,0,Sport / Loisirs,NULL,NULL,235 avenue des Thermes,NULL,01220,Divonne-les-Bains,NULL,FR,04 50 20 05 70,NULL,NULL,divonnecure@valvital.fr,www.valvital.fr,420990848,42099084800012,9604Z,NULL,SARL,SARLU,Siège,Entreprise,NULL,NULL,22,2015,1,9 M€,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1543134264,
34942,THERMES DE THONON-LES-BAINS - VALVITAL,NULL,1,0,0,Sport / Loisirs,NULL,NULL,1 avenue du Parc,NULL,74200,Thonon-les-Bains,NULL,FR,04 50 26 17 22 ,NULL,NULL,thonon@valvital.fr,www.valvital.fr,437775323,43777532300011,9604Z,NULL,SARL,NULL,Siège,Entreprise,NULL,NULL,31,2015,2,5 M€,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1543134054,
34943,MIFROMA FRANCE,NULL,1,0,0,Agroalimentaire,NULL,NULL,Route de Pont d'Ain,NULL,01320,Chalamont,NULL,FR,04 74 46 99 46,NULL,04 74 46 99 40,ventes@mifroma.fr,www.elsa.ch/,391556594,39155659400011,4633Z,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,50 à 99,2016,62,1 M€,2015,ELSA MIFROMA,SUISSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1510241020,
35006,SERVICEPLAN LYON,NULL,1,0,0,Communication / Evénementiel,NULL,NULL,37/38 quai Arloing,NULL,69009,LYON,NULL,FR,0478381329,NULL,NULL,lyon@serviceplan.fr,www.serviceplan-lyon.fr,400489142,40048914200036,7311Z,NULL,SARL,NULL,Siège,Entreprise,NULL,NULL,28,2017,2,9 M€,2017,SERVICEPLAN,Allemande,3500,2017,2200 M€,2017,NULL,M.,RIMLINGER,Thibault,Responsable du développement,t.rimlinger@serviceplan.fr,0776171998,1563972716,
35052,LA COWORQUIE,NULL,1,0,0,Espaces de coworking,NULL,Espace Jean Carmet,Boulevard du Pilat,NULL,69440,Mornant,NULL,FR,06 75 65 02 06,NULL,NULL,hello@la-coworquie.org,www.la-coworquie.org,NULL,NULL,NULL,NULL,Assoc,NULL,Siège,Association,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542828006,
35054,GROUPE AVENIR,NULL,1,0,0,Habitat,NULL,NULL,19 cours Alexandre Borodine,NULL,26000,Valence,NULL,FR,04 75 86 11 48,NULL,NULL,contact@grpta.fr,www.groupeavenir.fr,490389913,49038991300024,7010Z,NULL,SARL,NULL,Siège,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,600,2016,150 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542219443,
35055,ADDUP,NULL,1,0,0,Mécanique / Métallurgie,NULL,ZI de Ladoux,5 rue Bleue,NULL,63118,Cebazat,NULL,FR,NULL,NULL,NULL,NULL,NULL,819409939,81940993900017,7112B,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,180,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1557931092,
35171,LASOTEL,NULL,1,0,0,Télécommunications,NULL,NULL,26 rue Emile Decorps\n,NULL,69100,Villeurbanne,NULL,FR,04 27 46 00 00,NULL,NULL,commercial@lasotel.fr,www.lasotel.fr,453 007 437,45300743700040,6110Z,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,21,2017,5,3 M€,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,Guiral,Doriane,Chargée de communication,communication@lasotel.fr,04 82 90 82 41,1541690465,
35187,STIMULUS,NULL,1,0,0,Conseil / Audit,NULL,NULL,4 Rue de la République,NULL,69001,Lyon,NULL,FR,01 42 96 92 62,NULL,NULL,contact@stimulus-conseil.com,www.stimulus-conseil.com,349 428 995,34942899500055,NULL,NULL,SAS,SASU Société par action simplifiée à associé unique,Etablissement secondaire,Entreprise,NULL,NULL,20 à 49 ,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1541690540,
35231,ALTIOS INTERNATIONAL,NULL,1,0,0,Accompagnement international,NULL,Parc du Chater - Bât E2,33 rue de Belissen,NULL,69340,Francheville,NULL,FR,04 78 75 10 01,NULL,NULL,NULL,www.altios.com,793376716,79337671600031,7022Z,NULL,SAS,SASU,Etablissement secondaire,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,Altios International,NULL,200,2017,30 M€,2017,NULL,Mme,MERCIER,Sophie,Responsable Sud Est,s.mercier@altios.com,NULL,1563956502,
35289,ACTION LOGEMENT SERVICES,NULL,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,NULL,62 boulevard Vivier Merle ,NULL,69003,Lyon,NULL,FR,09 70 80 88 88,NULL,NULL,auvergne-rhone-alpes@actionlogement.fr,www.actionlogement.fr,824541148,82454114801541,8412Z,NULL,SAS,SASU,Etablissement secondaire,Secteur public,NULL,NULL,450,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,SIOUANE,Karima,Communication,karima.siouane@actionlogement.fr,04 72 13 21 98,1564064469,
35314,ATHLON,NULL,1,0,0,Logistique / Transport,NULL,Agence Saint-Exupéry - Parc d'activités de Sacuny,147 Avenue Marcel Mérieux,NULL,69530,Brignais,NULL,FR,04 37 65 36 60,NULL,NULL,agencestexupery@athlon.com,www.athlon.com,572063972,57206397200838,7711B,NULL,SAS,SASU,Etablissement secondaire,Entreprise,NULL,NULL,98,2016,101,3 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,Raphaelle,CHEVIGNARD,Resp. communication,raphaelle.chevignard@athlon.com,NULL,1563971548,
35389,ATS STUDIOS,NULL,1,0,0,Marketing,NULL,NULL,32 quai Jaÿr,NULL, 69009,Lyon,NULL,FR,04 72 53 72 72,NULL,NULL,contact@ats-studios.com,www.ats-studios.com,401067657,40106765700015,5920Z,NULL,SA,NULL,Siège,Entreprise,NULL,NULL,90,2019,7,3 M€,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,RUGLIANO,Anne-Sophie,Directrice Commerciale Adjointe,anne-sophie.rugliano@ats-studios.com,07 84 15 10 99,1563979409,
35411,CC RHÔNE-CRUSSOL,NULL,1,0,0,Intercommunalité,NULL,NULL,1278 rue Henri Dunant,BP 249,07502,Guilherand-Granges,cedex,FR,04 75 41 99 19,NULL,NULL,contact@rhone-crussol.fr,www.rhonecrussol.fr,200041366,20004136600010,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542880333,
35415,CC ARDÈCHE RHÔNE COIRON,NULL,1,0,0,Intercommunalité,NULL,NULL,6 rue Henri Dunant ,NULL,07400,Le Teil,NULL,FR,04 75 52 22 05,NULL,NULL,contact@rhonehelvie.fr,www.rhonehelvie.fr,200071405,20007140500019,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542884723,
35417,CC  DU RHÔNE AUX GORGES DE L'ARDÈCHE - DRAGA,NULL,1,0,0,Intercommunalité,NULL,NULL,Place Georges Courtial\n,La Marjolaine,07700,Bourg-Saint-Andéol,NULL,FR,04 75 54 57 05,NULL,04 75 54 72 31,NULL,www.ccdraga.fr,240700864,24070086400012,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542877518,
35429,CC ENCLAVE DES PAPES - PAYS DE GRIGNAN,NULL,1,0,0,Intercommunalité,NULL,NULL,14A ancienne route de Grillon ,NULL,84600,Valréas,NULL,FR,04 90 35 01 52,NULL,04 90 37 43 34,infos@cceppg.fr,http://cceppg.fr,200040681,20004068100013,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542881348,
35436,CC DES COLLINES DU NORD DAUPHINÉ,NULL,1,0,0,Intercommunalité,NULL,NULL,566 avenue de l’Europe \n,NULL,38540 ,Heyrieux ,NULL,FR,04 72 48 19 89 ,NULL,04 72 48 19 86 ,communaute@collines.org,www.collinesnorddauphine.fr,243801255,24380125500015,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542882964,
35437,CC LYON SAINT EXUPÉRY EN DAUPHINÉ - LYSED,NULL,1,0,0,Intercommunalité,NULL,NULL,4 avenue Alexandre Grammont\n,NULL,38230 ,Charvieu-Chavagneux ,NULL,FR,04 72 46 19 80,NULL,NULL,NULL,www.lysed.fr,243800935,24380093500021,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542880728,
35441,CC DE LA MATHEYSINE,NULL,1,0,0,Intercommunalité,NULL,NULL,Route du Terril,NULL,38350,Susville,NULL,FR,04 76 81 18 24,NULL,NULL,contact@ccmatheysine.fr,www.ccmatheysine.fr,200040657,20004065700088,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1543241602,
35457,CC DU PILAT RHODANIEN,NULL,1,0,0,Intercommunalité,NULL,NULL,9 rue des Prairies,NULL,42410,Pélussin,NULL,FR, 04 74 87 30 13,NULL,NULL,ccpr@pilatrhodanien.fr,www.pilatrhodanien.fr,244200895,24420089500054,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542881548,
35461,CC DES RIVES DU HAUT ALLIER,NULL,1,0,0,Intercommunalité,NULL,NULL,6 place André Roux,BP 10,43300,Langeac,NULL,FR,04 71 77 26 51,NULL,NULL,cc@langeadois.com,www.langeadois.com,200073393,20007339300015,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542882876,
35464,CC DU PAYS DE SAINT-ÉLOY,NULL,1,0,0,Intercommunalité,NULL,NULL,Rue du Puits Saint Joseph,NULL,63700,Saint-Eloy-les-Mines,NULL,FR,04 73 85 05 05,NULL,NULL,NULL,saint-eloy2014.hautetfort.com/communaute-de-communes,200072080,20007208000019,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542881668,
35466,CC COMBRAILLES SIOULE ET MORGE,NULL,1,0,0,Intercommunalité,NULL,NULL,21-23 rue Victor Mazuel ,NULL,63410,Manzat,NULL,FR,04 73 86 99 19,NULL,04 73 86 99 20 ,manzat-communaute@orange.fr,www.manzat-communaute.fr,200072098,20007209800011,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542883964,
35470,CC PLAINE LIMAGNE,NULL,1,0,0,Intercommunalité,NULL,Maison Nord Limagne,158 Grande Rue,BP 23,63260,Aigueperse,NULL,FR,04 73 86 89 80,NULL,NULL,contact@plainelimagne.fr,www.plainelimagne.com,200071199,20007119900018,8411Z,NULL,EPCI,NULL,Siège,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542880259,
35472,CC AMBERT LIVRADOIS FOREZ,NULL,1,0,0,Intercommunalité,NULL,NULL,15 avenue du 11 Novembre ,NULL,63600,Ambert,NULL,FR,04 73 72 71 40 ,NULL,NULL,accueil@ambertlivradoisforez.fr,www.ambertlivradoisforez.fr,200070761,20007076100016,8411Z,NULL,EPCI,NULL,Siège,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542884695,
35475,CC DU PAYS DE L'OZON,NULL,1,0,0,Intercommunalité,NULL,NULL,1 rue du Stade\n,NULL,69360 ,Saint-Symphorien-d’Ozon,NULL,FR,04 78 02 93 68,NULL,04 78 02 40 23,ccpo@pays-ozon.com,www.pays-ozon.com,246900765,24690076500073,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542882776,
35477,CC CŒUR DE SAVOIE,NULL,1,0,0,Intercommunalité,NULL,NULL,Place Albert Serraz,BP 40020,73800 ,Montmélian ,cedex,FR,04 79 84 36 27,NULL,04 79 84 36 28,secretariat@cc.coeurdesavoie.fr,www.coeurdesavoie.fr,200041010,20004101000014,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542883895,
35478,CC DE HAUTE TARENTAISE,NULL,1,0,0,Intercommunalité,NULL,NULL,NULL,BP 1,73707,Séez,Cedex,FR,04 79 41 01 63 ,NULL,NULL,NULL,www.hautetarentaise.fr,247300254,24730025400015,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542883988,
35482,CC USSES ET RHÔNE,NULL,1,0,0,Intercommunalité,NULL,NULL,24 place de l’Orme,NULL,74910,Seyssel,NULL,FR, 04 50 56 15 30,NULL,NULL,accueil@cc-ur.fr,www.usses-et-rhone.fr,200070852,20007085200013,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542880209,
35483,CC DES VALLÉES DE THÔNES,NULL,1,0,0,Intercommunalité,NULL,Maison du Canton,4 rue du Pré de Foire,BP 66,74230,Thônes,NULL,FR,04 50 32 13 59,NULL,04 50 32 75 69,NULL,www.ccvt.fr,247400617,24740061700012,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542882837,
35485,CC FAUCIGNY-GLIÈRES,NULL,1,0,0,Intercommunalité,NULL,NULL,6 place de l'Hôtel de Ville\n,NULL,74130,Bonneville,NULL,FR,04 50 97 51 58,NULL,NULL,courrier@ccfg.fr,www.ccfg.fr,200000172,20000017200011,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542880664,
35493,CC DES QUATRE RIVIÈRES,NULL,1,0,0,Intercommunalité,NULL,NULL,28 chemin de la Ferme Saillet ,NULL,74250,Fillinges,NULL,FR,04 50 31 46 95 ,NULL, 04 50 31 68 12,NULL,www.cc4r.fr,247400666,24740066600019,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542882901,
35496,CC PAYS D'ÉVIAN VALLÉE D'ABONDANCE - CCPEVA,NULL,1,0,0,Intercommunalité,NULL,NULL,851 avenue des Rives du Léman,BP 84,74500 ,Publier,NULL,FR,04 50 74 57 85,NULL,04 50 74 57 94,danielle.blache@cc-paysevian.fr,www.cc-peva.fr,200071967,20007196700018,8411Z,NULL,EPCI,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542880803,
35497,IN MANAGEMENT,Conseil en management et financement de l'innovation,0,0,0,Conseil / Audit,NULL,NULL,67 Rue de Coulogne,NULL,63270,Vic le Comte,NULL,FR,06 27 57 79 17,NULL,NULL,davidtropel@inmanagement.fr,www.inmanagement.fr/,809018906,80901890600010,7022Z,NULL,SARL,SARLU,Siège,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M.,TROPEL,DAVID,GERANT,davidtropel@inmanagement.fr,06 27 57 79 17,1516886943,
35511,CJD LEMAN,NULL,1,0,0,Associations, clubs et réseaux,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FR,NULL,NULL,NULL,leman@cjd.net,www.cjd.net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1512734058,
35512,CJD VILLEFRANCHE-SUR-SAÔNE,NULL,1,0,0,Associations, clubs et réseaux,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FR,NULL,NULL,NULL,villefranchesursaone@cjd.net,www.cjd.net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542816947,
35513,CJD CLERMONT-FERRAND,NULL,1,0,0,Associations, clubs et réseaux,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FR,NULL,NULL,NULL,clermont-ferrand@cjd.net,www.cjd.net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1512734468,
35514,CJD MONTLUCON,NULL,1,0,0,Associations, clubs et réseaux,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FR,NULL,NULL,NULL,montlucon@cjd.net,www.cjd.net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1512734565,
35515,CJD VICHY,NULL,1,0,0,Associations, clubs et réseaux,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FR,NULL,NULL,NULL,vichy@cjd.net,www.cjd.net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542817128,
35670,KENSEO RH,NULL,1,0,0,Recrutement / Interim,NULL,NULL,50-54 cours Lafayette ,NULL,69003,Lyon,NULL,FR,04 78 65 14 14 ,NULL,04 78 65 19 00,accueil@kenseo.fr,www.kenseo.fr,508342763,50834276300010,7830Z,NULL,SARL,NULL,Siège,Entreprise,NULL,NULL,NULL,NULL,2,1M€,2016,NULL,NULL,15,2016,2 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1562571634,
35680,WAIT FOR IT,NULL,1,0,0,Communication / Evénementiel,NULL,NULL,40 rue Arago,NULL,69100,Villeurbanne,NULL,FR,04 82 53 54 32,NULL,NULL,contact@agencewfit.eu,agencewfit.eu,803121573,80312157300023,5911B,NULL,SARL,NULL,Siège,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1561968814,
36113,BOUYGUES IMMOBILIER DAUPHINÉ PAYS DE SAVOIE,NULL,1,0,0,Immobilier d'entreprise,NULL,Immeuble l'Atria,1 place Marie Curie ,NULL,74000 ,Annecy,NULL,FR,04 50 23 92 92,NULL,NULL,LCY@bouygues-immobilier.com,www.bouygues-immobilier.com,562091546,56209154601249,4110A,NULL,SAS,NULL,Etablissement secondaire,Entreprise,NULL,NULL,1 497,2016,2 138,7 M€,2016,Bouygues,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542274934,
36211,LES PIXELS ASSOCIES,NULL,0,0,0,Communication / Evénementiel,NULL,NULL,15 allée du château,NULL,01800,Meximieux,NULL,FR,06 84 68 60 68 ,NULL,NULL,contact@les-pixels-associes.fr,les-pixels-associes.fr/, 752456301,75245630100015,7021Z,NULL,EURL,NULL,Siège,Entreprise,NULL,NULL,NULL,NULL,0,04 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M.,Romier,Clément,gérant,contact@les-pixels-associes.fr,06 84 68 60 68,1517501459,
36215,RÉGIE RADIO RÉGIONS,NULL,1,0,0,Marketing,NULL,NULL,11 chemin des Anciennes Vignes,NULL,69410,Champagne-au-Mont-d'Or,NULL,FR,04 72 20 30 21,NULL,NULL,clement.mialhe@regieradioregions.fr,www.regieradioregions.fr,404391542,40439154200747,7312Z,NULL,SARL,NULL,Etablissement secondaire,Entreprise,NULL,NULL,110,2017,20 M€,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M.,Mialhe,Clément,NULL,clement.mialhe@regieradioregions.fr,NULL,1541758029,
36217,ALTHUS,NULL,1,0,0,Autres services,NULL,NULL,479 Rue des Champagnes,ZI De Bissy,73290,La Motte Servolex,NULL,FR,04 79 36 34 88,NULL,NULL,gestion@althus.fr,www.althus.fr,432889103,43288910300079,7022Z,NULL,SARL,NULL,Siège,Entreprise,Famille Fenestraz,France,22,2018,1,4 M€,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M.,FENESTRAZ,PIERRE,gérant,p.fenestraz@althus.fr,0479363488,1517479932,
36218,LYSEO,NULL,1,0,0,Logistique / Transport,NULL,NULL,15 rue de l'Industrie,ZI de Vénissieux,69960,Corbas,NULL,FR,04 72 23 15 60,NULL,NULL,contact@lyseo.com,lyseo.com,301010492,30101049200108,5229B,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,49,2016,20,6 M€,2016,Lyseo,NULL,210,2017,40 M€,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1517474743,
36228,FSP-ONE,NULL,1,0,0,Mécanique / Métallurgie,NULL,NULL,31 Rue Giffard,NULL,38230,Pont-de-Chéruy,NULL,FR,04 78 32 39 39,NULL,NULL,sales@fsp-one.com,fsp-one.com/,422505347,42250534700035,2444Z,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,82,2016,24,3 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1517493430,
36229,ACOUSTIQUE THERMIQUE PAR LE VERRE - ATV,NULL,1,0,0,Biens d'équipement,NULL,NULL,NULL,ZI du Bas Rollet,42480,La Fouillouse,NULL,FR,04.77.36.90.06,NULL,04.77.36.90.23,atv@vit.fr,www.vit.fr,403554660,40355466000015,2312Z,NULL,SARL,NULL,Siège,Entreprise,NULL,NULL,11,2016,2,4 M€,2016,Groupe Transparence,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1517494375,
